problem_id,language,original_status,original_src,changed_src,change,error,stderr,error_type,original_code_length,changed_code_length,code_length_difference,change_count
p02793,Python,Runtime Error,"def lcm(a, b): from math import gcd return a // gcd(a, b) * b def main(): _ = int(input()) a = list(map(int, input().split())) x = 1 for e in a: x = lcm(x, e) ans = 0 for e in a: ans += x // e print(ans % int(1e9 + 7)) main()","def lcm(a, b): from fractions import gcd return a // gcd(a, b) * b def main(): _ = int(input()) a = list(map(int, input().split())) x = 1 for e in a: x = lcm(x, e) ans = 0 for e in a: ans += x // e print(ans % int(1e9 + 7)) main()",replace,0,No stderr available,Runtime Error,225,230,5,0
p02796,Python,Time Limit Exceeded,"N = int(input()) R = sorted([list(map(int, input().split())) for i in range(N)]) T = [] for i in range(N): T.append([R[i][0] + R[i][1], R[i][0] - R[i][1]]) T.sort() while len(T) - 1 > 0: t = T.pop(0) i = 1 while len(T) and t[0] > T[0][1]: N -= 1 i += 1 T.pop(0) print(N)","N = int(input()) X = [list(map(int, input().split())) for i in range(N)] LR = [[x[0] - x[1], x[0] + x[1]] for x in X] LR.sort(key=lambda x: x[1]) A = 1 right = LR[0][1] for i in range(1, N): if right <= LR[i][0]: A += 1 right = LR[i][1] print(A)",replace,TLE,No stderr available,Time Limit Exceeded,270,245,-25,0
p02796,Python,Time Limit Exceeded,"#!/usr/bin/env python3 (n,), *r = [[*map(int, i.split())] for i in open(0)] s = sorted([[x + l, x - l] for x, l in r]) c = 0 p = 0 while s: c += 1 p = s[0][0] s = [i for i in s if i[1] >= p] print(c)","#!/usr/bin/env python3 (n,), *r = [[*map(int, i.split())] for i in open(0)] s = sorted([[x + l, x - l] for x, l in r]) c = 1 p = s[0][0] for i in s[1:]: if i[1] >= p: c += 1 p = i[0] print(c)",replace,TLE,No stderr available,Time Limit Exceeded,199,191,-8,0
p02797,Python,Runtime Error,"def prime_decomposition(n): ret = set() x = n divisor = 2 while x % divisor == 0: x //= divisor ret.add(divisor) divisor = 3 while divisor * divisor <= n: while x % divisor == 0: x //= divisor ret.add(divisor) divisor += 2 if x > 1: ret.add(x) return ret def main(): from functools import reduce from operator import mul n, k, s = map(int, input().split()) pd = prime_decomposition(s) m = reduce(mul, pd) - 1 # 互いに素 ret = [s] * k + [m] * (n - k) print(*ret) if __name__ == ""__main__"": main()","def prime_decomposition(n): ret = set() x = n divisor = 2 while x % divisor == 0: x //= divisor ret.add(divisor) divisor = 3 while divisor * divisor <= n: while x % divisor == 0: x //= divisor ret.add(divisor) divisor += 2 if x > 1: ret.add(x) return ret def main(): from functools import reduce from operator import mul n, k, s = map(int, input().split()) pd = prime_decomposition(s) if not pd: m = s + 1 else: m = reduce(mul, pd) - 1 # 互いに素 ret = [s] * k + [m] * (n - k) print(*ret) if __name__ == ""__main__"": main()",replace,0,No stderr available,Runtime Error,491,518,27,0
p02797,Python,Runtime Error,"from sys import stdin N, K, S = [int(x) for x in stdin.readline().rstrip().split()] ans = [S] * K n = (N - K) // (S - 1) ans.extend([S + 1] * (N - K)) print(*ans)","from sys import stdin N, K, S = [int(x) for x in stdin.readline().rstrip().split()] ans = [S] * K if S == 10**9: ans.extend([1] * (N - K)) else: ans.extend([S + 1] * (N - K)) print(*ans)",replace,0,No stderr available,Runtime Error,162,186,24,0
p02797,Python,Runtime Error,"N, K, S = map(int, input().split()) M = 1_000_000_000 _S = M - 1 if S == M else M print("" "".join(list(map(str, [S] * K + [_S] * (N - K)))))","N, K, S = map(int, input().split()) M = 1000000000 _S = M - 1 if S == M else M print("" "".join(list(map(str, [S] * K + [_S] * (N - K)))))",replace,0,No stderr available,Runtime Error,139,136,-3,0
p02797,Python,Runtime Error,"import sys import numpy as np read = sys.stdin.buffer.read readline = sys.stdin.buffer.readline readlines = sys.stdin.buffer.readlines sys.setrecursionlimit(500000) N, K, S = map(int, read().split()) S_half = [S // 2, S - S // 2] ans = [] for _ in range(N // 2 + 1): ans += S_half ans = np.array(ans[:N]) i = 0 cnt = 0 for i in range(N): if cnt == K: ans[i:N] = S - 1 idx = i break if sum(ans[i : i + 2]) == S: cnt += 1 continue if ans[idx - 1 : idx + 1].sum() != S: for s_ in S_half: if ans[idx - 1] + s_ == S: ans[idx] = s_ print(*ans)","import sys import numpy as np read = sys.stdin.buffer.read readline = sys.stdin.buffer.readline readlines = sys.stdin.buffer.readlines sys.setrecursionlimit(500000) N, K, S = map(int, read().split()) if S != 1: ans = [S - 1] * N else: ans = [S + 1] * N for i in range(K): ans[i] = S print(*ans)",replace,TLE,No stderr available,Runtime Error,537,294,-243,0
p02801,Python,Runtime Error,"c = input() txt = ""abcdefghijklmnopqrstuvwxyz"" for i in range(27): if txt[i] == c: print(txt[i + 1])","c = input() txt = ""abcdefghijklmnopqrstuvwxyz"" for i in range(26): if txt[i] == c: print(txt[i + 1])",replace,IndexError: string index out of range,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s227649373.py"", line 6, in <module>
    if txt[i] == c:
IndexError: string index out of range
",Runtime Error,100,100,0,0
p02801,Python,Runtime Error,import string AL = string.lowercase C = input() idx = AL.find(C) idy = (idx + 1) % 26 print(AL[idy]),import string AL = string.ascii_lowercase C = input() idx = AL.find(C) idy = (idx + 1) % 26 print(AL[idy]),replace,AttributeError: module 'string' has no attribute 'lowercase',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s068085135.py"", line 3, in <module>
    AL = string.lowercase
AttributeError: module 'string' has no attribute 'lowercase'
",Runtime Error,100,106,6,0
p02801,Python,Runtime Error,"import sys args = sys.argv a = ""abcdefghijklmnopqrstuvwxyz"" c = args[1] idx = a.index(c) print(a[idx + 1])","import sys args = sys.argv a = ""abcdefghijklmnopqrstuvwxyz"" c = input() idx = a.index(c) print(a[idx + 1])",replace,IndexError: list index out of range,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s556171083.py"", line 7, in <module>
    c = args[1]
IndexError: list index out of range
",Runtime Error,106,106,0,0
p02801,Python,Runtime Error,"import sys input = sys.stdin.readline alphabets = ""abcdefghijklmnopqrstuvwxyz"" c = input() i = alphabets.index(c) answer = alphabets[i + 1] print(answer)","import sys input = sys.stdin.readline alphabets = ""abcdefghijklmnopqrstuvwxyz"" c = input().strip() i = alphabets.index(c) answer = alphabets[i + 1] print(answer)",replace,ValueError: substring not found,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s836022854.py"", line 8, in <module>
    i = alphabets.index(c)
ValueError: substring not found
",Runtime Error,153,161,8,0
p02801,Python,Runtime Error,""""""" author : halo2halo date : 4, Feb, 2020 """""" import sys # import itertools # import math # import numpy as np read = sys.stdin.buffer.read readline = sys.stdin.buffer.readline readlines = sys.stdin.buffer.readlines H = readline().decode(""utf8"") print(chr(ord(H) + 1))",""""""" author : halo2halo date : 4, Feb, 2020 """""" import sys # import itertools # import math # import numpy as np read = sys.stdin.buffer.read readline = sys.stdin.buffer.readline readlines = sys.stdin.buffer.readlines H = readline().decode(""utf8"").strip() print(chr(ord(H) + 1))",replace,"TypeError: ord() expected a character, but string of length 2 found","Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s126986197.py"", line 18, in <module>
    print(chr(ord(H) + 1))
TypeError: ord() expected a character, but string of length 2 found
",Runtime Error,269,277,8,0
p02801,Python,Runtime Error,"from collections import deque import sys from copy import deepcopy input = sys.stdin.readline def bfs(table, i, j): dq = deque() if table[i][j] == ""#"": return -1 h = len(table) w = len(table[0]) ans = 0 dq.append((i, j, 0)) # x,y,distance while dq: x, y, dis = dq.popleft() ans = max(ans, dis) if x > 0 and (x - 1, y) and table[x - 1][y] != ""#"": dq.append((x - 1, y, dis + 1)) table[x - 1][y] = ""#"" if x < h - 1 and (x + 1, y) and table[x + 1][y] != ""#"": dq.append((x + 1, y, dis + 1)) table[x + 1][y] = ""#"" if y > 0 and (x, y - 1) and table[x][y - 1] != ""#"": dq.append((x, y - 1, dis + 1)) table[x][y - 1] = ""#"" if y < w - 1 and (x, y + 1) and table[x][y + 1] != ""#"": dq.append((x, y + 1, dis + 1)) table[x][y + 1] = ""#"" return ans def main(): h, w = [int(i) for i in input().strip().split()] grid = [list(input().strip()) for _ in range(h)] ans = 0 for i in range(h): for j in range(w): if grid[i][j] == ""."": _grid = deepcopy(grid) max_path = bfs(_grid, i, j) ans = max(ans, max_path) print(ans) if __name__ == ""__main__"": main()",c = input() print(chr(ord(c) + 1)),replace,ValueError: invalid literal for int() with base 10: 'a',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s679156096.py"", line 48, in <module>
    main()
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s679156096.py"", line 34, in main
    h, w = [int(i) for i in input().strip().split()]
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02801/Python/s679156096.py"", line 34, in <listcomp>
    h, w = [int(i) for i in input().strip().split()]
ValueError: invalid literal for int() with base 10: 'a'
",Runtime Error,1031,34,-997,0
p02802,Python,Runtime Error,"import collections def solve(n, m, hist): cor = 0 pen = 0 for p, tries in hist.items(): for i, t in enumerate(tries): if t == ""AC"": cor += 1 pen += i break return f""{cor} {pen}"" def input_to_int(): return [int(r) for r in input().split("" "")] if __name__ == ""__main__"": n, m = input_to_int() hist = collections.defaultdict(list) for _ in range(m): p, s = input().split("" "") hist[p].append(s) print(solve(n, m, hist))","import collections def solve(n, m, hist): cor = 0 pen = 0 for p, tries in hist.items(): for i, t in enumerate(tries): if t == ""AC"": cor += 1 pen += i break return ""{0} {1}"".format(cor, pen) def input_to_int(): return [int(r) for r in input().split("" "")] if __name__ == ""__main__"": n, m = input_to_int() hist = collections.defaultdict(list) for _ in range(m): p, s = input().split("" "") hist[p].append(s) print(solve(n, m, hist))",replace,0,No stderr available,Runtime Error,415,427,12,0
p02802,Python,Runtime Error,"N, M = map(int, input().split()) accepted = [0] * N penalties = [0] * N for _ in range(M): p, ac = input().split() p, ac = int(p), ac == ""AC"" accepted[p] |= ac penalties[p] += not accepted[p] print(sum(accepted), sum(p for ac, p in zip(accepted, penalties) if ac))","N, M = map(int, input().split()) accepted = [0] * N penalties = [0] * N for _ in range(M): p, ac = input().split() p, ac = int(p) - 1, ac == ""AC"" accepted[p] |= ac penalties[p] += not accepted[p] print(sum(accepted), sum(p for ac, p in zip(accepted, penalties) if ac))",replace,IndexError: list index out of range,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02802/Python/s182965476.py"", line 7, in <module>
    accepted[p] |= ac
IndexError: list index out of range
",Runtime Error,264,268,4,0
p02802,Python,Runtime Error,"n, m = map(int, input().split()) scores = [[0, False] for _ in range(n)] for _ in range(m): p, S = input().split() p = int(p) if scores[p][1]: continue if S == ""AC"": scores[p][1] = True continue if S == ""WA"": scores[p][0] += 1 score = pena = 0 for count, ac in scores: if ac: score += 1 pena += count print(score, pena)","n, m = map(int, input().split()) scores = [[0, False] for _ in range(n + 1)] for _ in range(m): p, S = input().split() p = int(p) if scores[p][1]: continue if S == ""AC"": scores[p][1] = True continue if S == ""WA"": scores[p][0] += 1 score = pena = 0 for count, ac in scores: if ac: score += 1 pena += count print(score, pena)",replace,IndexError: list index out of range,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02802/Python/s650750562.py"", line 9, in <module>
    if scores[p][1]:
IndexError: list index out of range
",Runtime Error,319,323,4,0
p02802,Python,Runtime Error,"N, M = map(int, input().split()) pS = {} for i in range(N): pS[i] = [0, 0, 0] # is_ac, penatly, AC for i in range(M): p, S = input().split() p = int(p) - 1 if pS[p][0] == 0 and S == ""WA"": pS[p][1] += 1 elif pS[p][0] == 0 and S == ""AC"": pS[p][0] = 1 pS[p][2] = 1 AC = 0 penatly = 0 for i in range(N): if pS[p][0] == 1: penatly += pS[int(i)][1] AC += pS[int(i)][2] print(AC, penatly)","N, M = map(int, input().split()) pS = {} for i in range(N): pS[i] = [0, 0, 0] # is_ac, penatly, AC for i in range(M): p, S = input().split() p = int(p) - 1 if pS[p][0] == 0 and S == ""WA"": pS[p][1] += 1 elif pS[p][0] == 0 and S == ""AC"": pS[p][0] = 1 pS[p][2] = 1 AC = 0 penatly = 0 for i in range(N): if pS[i][0] == 1: penatly += pS[int(i)][1] AC += pS[int(i)][2] print(AC, penatly)",replace,0,No stderr available,Runtime Error,381,381,0,0
p02803,Python,Runtime Error,"from scipy.sparse.csgraph import dijkstra, csgraph_from_dense import numpy as np H, W = map(int, input().split()) S = [input() for _ in range(H)] v_id_dict = {} dista = np.ones((20, 20)) * np.inf for i in range(H): for j in range(W): if S[i][j] == ""."": v_id_dict[i, j] = len(v_id_dict) if (i > 0) and (S[i - 1][j] == "".""): dista[v_id_dict[(i, j)], v_id_dict[(i - 1, j)]] = 1 if (j > 0) and (S[i][j - 1] == "".""): dista[v_id_dict[(i, j)], v_id_dict[(i, j - 1)]] = 1 dist_mat = dijkstra( csgraph_from_dense(dista[: len(v_id_dict), : len(v_id_dict)]), directed=False, unweighted=False, ) print(int(dist_mat.max()))","from scipy.sparse.csgraph import dijkstra, csgraph_from_dense import numpy as np H, W = map(int, input().split()) S = [input() for _ in range(H)] v_id_dict = {} dista = np.ones((400, 400)) * np.inf for i in range(H): for j in range(W): if S[i][j] == ""."": v_id_dict[i, j] = len(v_id_dict) if (i > 0) and (S[i - 1][j] == "".""): dista[v_id_dict[(i, j)], v_id_dict[(i - 1, j)]] = 1 if (j > 0) and (S[i][j - 1] == "".""): dista[v_id_dict[(i, j)], v_id_dict[(i, j - 1)]] = 1 dist_mat = dijkstra( csgraph_from_dense(dista[: len(v_id_dict), : len(v_id_dict)]), directed=False, unweighted=False, ) print(int(dist_mat.max()))",replace,ModuleNotFoundError: No module named 'scipy',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02803/Python/s307435936.py"", line 1, in <module>
    from scipy.sparse.csgraph import dijkstra, csgraph_from_dense
ModuleNotFoundError: No module named 'scipy'
",Runtime Error,610,612,2,0
p02803,Python,Runtime Error,"import os import sys import numpy as np from scipy.sparse.csgraph._shortest_path import floyd_warshall if os.getenv(""LOCAL""): sys.stdin = open(""_in.txt"", ""r"") sys.setrecursionlimit(10**9) INF = float(""inf"") IINF = 10**18 MOD = 10**9 + 7 # MOD = 998244353 H, W = list(map(int, sys.stdin.buffer.readline().split())) S = [sys.stdin.buffer.readline().decode().rstrip() for _ in range(H)] def to_i(h, w): return h * W + w N = H * W graph = [[0] * N for _ in range(N)] for h in range(H): for w in range(W): if S[h][w] == ""."": if 0 <= h - 1 < H and S[h - 1][w] == ""."": graph[to_i(h - 1, w)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h - 1, w)] = 1 if 0 <= h + 1 < H and S[h + 1][w] == ""."": graph[to_i(h + 1, w)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h + 1, w)] = 1 if 0 <= w - 1 < W and S[h][w - 1] == ""."": graph[to_i(h, w - 1)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h, w - 1)] = 1 if 0 <= w + 1 < H and S[h][w + 1] == ""."": graph[to_i(h, w + 1)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h, w + 1)] = 1 dist = floyd_warshall(graph, directed=False) dist[dist == np.inf] = 0 print(int(dist.max()))","import os import sys import numpy as np from scipy.sparse.csgraph._shortest_path import floyd_warshall if os.getenv(""LOCAL""): sys.stdin = open(""_in.txt"", ""r"") sys.setrecursionlimit(10**9) INF = float(""inf"") IINF = 10**18 MOD = 10**9 + 7 # MOD = 998244353 H, W = list(map(int, sys.stdin.buffer.readline().split())) S = [sys.stdin.buffer.readline().decode().rstrip() for _ in range(H)] def to_i(h, w): return h * W + w N = H * W graph = [[0] * N for _ in range(N)] for h in range(H): for w in range(W): if S[h][w] == ""."": if 0 <= h - 1 < H and S[h - 1][w] == ""."": graph[to_i(h - 1, w)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h - 1, w)] = 1 if 0 <= h + 1 < H and S[h + 1][w] == ""."": graph[to_i(h + 1, w)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h + 1, w)] = 1 if 0 <= w - 1 < W and S[h][w - 1] == ""."": graph[to_i(h, w - 1)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h, w - 1)] = 1 if 0 <= w + 1 < W and S[h][w + 1] == ""."": graph[to_i(h, w + 1)][to_i(h, w)] = 1 graph[to_i(h, w)][to_i(h, w + 1)] = 1 dist = floyd_warshall(graph, directed=False) dist[dist == np.inf] = 0 print(int(dist.max()))",replace,TLE,No stderr available,Runtime Error,1084,1084,0,0
